Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Developmental Process (GO:0051093)	1/109	0.42497554113853053	0.46805525352791577	0	0	1.8325	1.5681136105711688	HOPX
Extracellular Structure Organization (GO:0043062)	1/109	0.42497554113853053	0.46805525352791577	0	0	1.8325	1.5681136105711688	MATN4
External Encapsulating Structure Organization (GO:0045229)	1/110	0.42789532174084005	0.4706263183031948	0	0	1.8155963302752294	1.5412174008338417	MATN4
Negative Regulation Of Inflammatory Response (GO:0050728)	1/111	0.4308004227031457	0.47188493168028495	0	0	1.799	1.514956524139065	TNFAIP6
Cytoskeleton Organization (GO:0007010)	1/111	0.4308004227031457	0.47188493168028495	0	0	1.799	1.514956524139065	CCL2
Double-Strand Break Repair Via Homologous Recombination (GO:0000724)	1/111	0.4308004227031457	0.47188493168028495	0	0	1.799	1.514956524139065	SLX1A
Protein Deubiquitination (GO:0016579)	1/112	0.4336909170748102	0.47376018658715685	0	0	1.7827027027027027	1.4893111452625565	USP6
Negative Regulation Of Defense Response (GO:0031348)	1/112	0.4336909170748102	0.47376018658715685	0	0	1.7827027027027027	1.4893111452625565	TNFAIP6
Regulation Of Protein Ubiquitination (GO:0031396)	1/113	0.43656687757887847	0.47625477554059464	0	0	1.7666964285714286	1.4642622076265737	INAVA
Protein Modification By Small Protein Removal (GO:0070646)	1/114	0.43942837658144934	0.4780790456988975	0	0	1.7509734513274335	1.4397913965229059	USP6
Negative Regulation Of Canonical Wnt Signaling Pathway (GO:0090090)	1/114	0.43942837658144934	0.4780790456988975	0	0	1.7509734513274335	1.4397913965229059	SHISA6
Negative Regulation Of Apoptotic Process (GO:0043066)	3/482	0.44081864289365175	0.47894349849526485	0	0	1.2411060457585956	1.0166169297289358	LTK;CCL2;RETREG1
Regulation Of Intracellular Signal Transduction (GO:1902531)	2/297	0.4437887502522582	0.4815197776016405	0	0	1.3425098442047594	1.0906638814813672	RRAS;GDF5
Cellular Response To Oxidative Stress (GO:0034599)	1/117	0.4479268226222855	0.4853546703346598	0	0	1.7054310344827586	1.3696749856126023	JUN
Fatty Acid Metabolic Process (GO:0006631)	1/122	0.46180831917699433	0.4990509255622358	0	0	1.6345454545454545	1.2628585916843644	PNPLA3
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	1/122	0.46180831917699433	0.4990509255622358	0	0	1.6345454545454545	1.2628585916843644	CCL2
Modulation Of Chemical Synaptic Transmission (GO:0050804)	1/123	0.4645428620267781	0.5013321625094357	0	0	1.6210655737704918	1.2428733249216577	GRIK1
Positive Regulation Of Defense Response (GO:0031349)	1/124	0.46726364755816063	0.5035924566176423	0	0	1.6078048780487806	1.223317031899048	SERPINE1
Protein-Containing Complex Organization (GO:0043933)	1/126	0.47266422042859646	0.508730968172144	0	0	1.58192	1.1854434473008053	TCAP
Regulation Of Tumor Necrosis Factor Production (GO:0032680)	1/127	0.47534414377177026	0.5106574600901099	0	0	1.5692857142857144	1.1671032459261705	ZFP36
Supramolecular Fiber Organization (GO:0097435)	2/316	0.47572442488494077	0.5106574600901099	0	0	1.2600527568680435	0.9361140239142929	CNN1;TNFAIP6
Regulation Of Apoptotic Process (GO:0042981)	4/705	0.47874618559045773	0.5132159109529707	0	0	1.1293439416444844	0.8318574751772432	JUN;LTK;GADD45B;OLFM4
Protein Modification Process (GO:0036211)	4/711	0.48535064920896026	0.519603091829566	0	0	1.119409731842109	0.8092030053536199	LTK;USP6;CCL2;MYLK3
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	1/132	0.48854282034349233	0.5223250366438401	0	0	1.5090076335877862	1.0809446533663352	GPRIN3
Negative Regulation Of Cell Motility (GO:2000146)	1/133	0.49114283325134545	0.5244074872962573	0	0	1.4975	1.0647528853822321	SERPINE1
Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	1/134	0.4937297590504728	0.5264704592527588	0	0	1.4861654135338347	1.0488864428983606	PDE4B
Protein-Containing Complex Assembly (GO:0065003)	2/328	0.4953245795379945	0.5274714727795333	0	0	1.212926814153808	0.8521320481396033	TCAP;HOPX
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	3/525	0.49690396663402764	0.5284534248330135	0	0	1.1363476425052779	0.794714380064417	LIF;INAVA;BMP6
Regulation Of Protein Kinase B Signaling (GO:0051896)	1/136	0.49886460997336196	0.529837709932078	0	0	1.464	1.0180956745771494	RRAS
Intracellular Calcium Ion Homeostasis (GO:0006874)	1/139	0.5064703530626385	0.5372060209265982	0	0	1.4319565217391304	0.9741449718086964	RYR2
Negative Regulation Of Gene Expression (GO:0010629)	2/336	0.5081352177882179	0.5382618117282308	0	0	1.1833907941692372	0.8011646680152812	ZFP36;CXCL8
Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	1/140	0.508980114647036	0.5384473844423907	0	0	1.4215827338129496	0.9600606830469451	SHISA6
Positive Regulation Of Transferase Activity (GO:0051347)	1/143	0.516433827390927	0.5456147138269453	0	0	1.391338028169014	0.9194074610800018	LTK
Regulation Of Cell Adhesion (GO:0030155)	1/144	0.5188934165721454	0.5474938411076179	0	0	1.3815384615384616	0.9063676744755231	CXCL8
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	1/146	0.523775495341046	0.5511982961442421	0	0	1.362344827586207	0.8810176789934425	CNKSR2
Neuron Projection Morphogenesis (GO:0048812)	1/146	0.523775495341046	0.5511982961442421	0	0	1.362344827586207	0.8810176789934425	S100A6
Skeletal System Development (GO:0001501)	1/149	0.5310067862020628	0.5580777204005993	0	0	1.334527027027027	0.844729555178308	BMP6
Neuron Development (GO:0048666)	1/150	0.5333929729658149	0.5598537209719519	0	0	1.325503355704698	0.8330746722769149	GPRIN3
Cellular Response To Organic Cyclic Compound (GO:0071407)	1/152	0.5381293430624977	0.564088646443609	0	0	1.3078145695364238	0.8103955805350121	CCL2
Negative Regulation Of Cell Migration (GO:0030336)	1/163	0.5633410111818751	0.5897476210810255	0	0	1.2183333333333333	0.6991651090035477	SERPINE1
Negative Regulation Of Cell Population Proliferation (GO:0008285)	2/379	0.5733155383512579	0.5994092234517703	0	0	1.04611097714546	0.5819714504423105	CXCL8;GDF5
Double-Strand Break Repair (GO:0006302)	1/168	0.574345693428293	0.5997064123588929	0	0	1.181556886227545	0.6552014269737844	SLX1A
Negative Regulation Of Programmed Cell Death (GO:0043069)	2/381	0.5761924119112671	0.6008543439385977	0	0	1.0404839956291143	0.5736330040204533	LTK;AMIGO2
Heart Development (GO:0007507)	1/171	0.580816225850475	0.6048915098235517	0	0	1.1605294117647058	0.6305398598632738	TCAP
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	2/387	0.5847392674481108	0.6081893544997168	0	0	1.023953823953824	0.5494425916700391	CNKSR2;SERPINE1
Positive Regulation Of Cellular Biosynthetic Process (GO:0031328)	1/174	0.5871893561152384	0.6099486334840462	0	0	1.1402312138728323	0.6070681384213071	CXCL8
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123)	1/175	0.5892923395028271	0.6113432786584168	0	0	1.1336206896551724	0.5994959015508947	INAVA
Positive Regulation Of Hydrolase Activity (GO:0051345)	1/176	0.5913847150808909	0.6119347630952847	0	0	1.1270857142857142	0.5920451836284764	CCL2
Extracellular Matrix Organization (GO:0030198)	1/176	0.5913847150808909	0.6119347630952847	0	0	1.1270857142857142	0.5920451836284764	MATN4
Negative Regulation Of Cytokine Production (GO:0001818)	1/178	0.5955378546975993	0.6154401480422492	0	0	1.1142372881355933	0.5774984053982979	ZFP36
Negative Regulation Of Macromolecule Metabolic Process (GO:0010605)	1/186	0.6117365710073271	0.6313686817585251	0	0	1.0656216216216217	0.5237035061687408	CXCL8
Axonogenesis (GO:0007409)	1/188	0.6156848414284363	0.634628990395465	0	0	1.0541176470588236	0.5112682122546338	S100A6
Neuron Projection Development (GO:0031175)	1/192	0.623462508194573	0.6410023741540111	0	0	1.0318324607329843	0.4875064228578186	GPRIN3
Transcription By RNA Polymerase II (GO:0006366)	1/192	0.623462508194573	0.6410023741540111	0	0	1.0318324607329843	0.4875064228578186	CEBPD
DNA-templated Transcription (GO:0006351)	1/199	0.6367002118277021	0.6537764627196327	0	0	0.995	0.4491990774666484	CEBPD
Organic Substance Transport (GO:0071702)	1/201	0.6403970439837356	0.656733703269035	0	0	0.98495	0.4389596267086135	RYR2
Defense Response To Bacterium (GO:0042742)	1/204	0.6458725659307989	0.6615051503291239	0	0	0.9702463054187193	0.42414614235723147	SERPINE1
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	1/207	0.6512655269975193	0.6661800047150197	0	0	0.9559708737864078	0.4099564887854813	SHISA6
Protein Stabilization (GO:0050821)	1/208	0.6530450474148094	0.6671514842712919	0	0	0.951304347826087	0.405359502990938	ASDURF
Regulation Of GTPase Activity (GO:0043087)	1/214	0.6635349226886328	0.6770077129970314	0	0	0.9242253521126761	0.37909301784722627	CCL2
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	2/452	0.6692733466429507	0.6819971745258966	0	0	0.8731313131313131	0.35061697838609845	PRDM8;BHLHE40
Chromatin Remodeling (GO:0006338)	1/228	0.686805827133838	0.6989770696400073	0	0	0.8666079295154185	0.32558777569200786	PER1
Positive Regulation Of Phosphorylation (GO:0042327)	1/231	0.691581177782215	0.7029472401225043	0	0	0.8551739130434782	0.3153665383024145	LTK
Positive Regulation Of Developmental Process (GO:0051094)	1/233	0.6947246217727986	0.7052507524057198	0	0	0.8477155172413793	0.30877167925598625	CCN2
Positive Regulation Of GTPase Activity (GO:0043547)	1/234	0.6962844271688579	0.7059428492355129	0	0	0.8440343347639485	0.30553793286943676	CCL2
Cellular Component Assembly (GO:0022607)	1/260	0.7341817490241649	0.7434283705483987	0	0	0.7583011583011583	0.23431404675434922	TCAP
Positive Regulation Of Signal Transduction (GO:0009967)	1/266	0.7422394177694523	0.7506421281592952	0	0	0.7409056603773585	0.22085169492272455	BMP6
Chromatin Organization (GO:0006325)	1/268	0.744871190955676	0.7523573335783461	0	0	0.7352808988764045	0.21657255766520678	PER1
Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	1/275	0.7538746032591515	0.760495835659169	0	0	0.7162408759124088	0.20235898565848182	EMP1
DNA Metabolic Process (GO:0006259)	1/288	0.769768590255626	0.7755563240169466	0	0	0.6833449477351916	0.1788076890696013	SLX1A
DNA Repair (GO:0006281)	1/291	0.7732896097107083	0.7781287186575838	0	0	0.6761724137931034	0.1738450390483159	SLX1A
DNA Damage Response (GO:0006974)	1/384	0.8595647364596843	0.8638625601419827	0	0	0.509556135770235	0.07711069091736264	SLX1A
Vesicle-Mediated Transport (GO:0016192)	1/411	0.8778466134689964	0.8811344285007154	0	0	0.4753414634146341	0.06192910226668186	EXPH5
Nervous System Development (GO:0007399)	1/433	0.890984102688808	0.8926570761399752	0	0	0.450625	0.052015055130378046	GRIK1
Regulation Of Cell Migration (GO:0030334)	1/434	0.8915468061447762	0.8926570761399752	0	0	0.44956120092378754	0.05160843020001088	SERPINE1
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	1/557	0.9427307092753713	0.9427307092753713	0	0	0.3478956834532374	0.020517010595563868	JUN
